호선,호선명,GINR,DOCK,BATCH,년BATCH,선종,선형,연번,선주,선급1,선급2,선급3,국적,시리즈 대표호선,시리즈번호,계약일자,W/C일자,K/L일자,F/T일자,L/C일자,D/L일자,도면완료일,제작블럭수,탑재블럭수,W/C실적일자,K/L실적일자,L/C실적일자,D/L실적일자,선주도면승인기간,선급도면승인기간,계약인도일,대일정계획시 주요공정체크,탑재네트워크확정REVNO,탑재네트워크확정일자,일정재생성가부,공수재생성가부,중일정공수조정가부,D/L여부,설계대표호선,설계 시리즈 번호,건조 방식(T:Tandem S:straight),"FWD일정 생성시 신종선 연속선에 따라 POR발행계획일이 MP 생성일 기준 2주, 3주(2:2주 3:3주)",mp생성일(호선의 mp등록일 중 가장 빠른 날짜을 넣어줌[2005/12/20추가됨]),,,,출항 예정일,Load Out 일자 (육상건조),,"호선 건조구분(H: HMD, V: HVS, 1:신조, 2:개조, 3:수리, 4:기술수출)","계약정보(Y:계약, N:미계약,C:취소,D:보류,O:옵션)",E/R ACCESS HOLE FT전 위치,E/R ACCESS HOLE FT후 위치,조기K/L,조기 K/L BLOCK,"HVS자재대수수료(0:1.07, 1:1)",FT전 도크내호선위치(E/W)-STRAIGHT는 여기만 값 유지,FT후 도크내호선위치(E/W),가상W/C
960306,M/V IRAN BAAKERI,N,3,3,,MPC  ,22K MPC,3 ,IRISL,DNV       ,,,IRAN,960106,3 ,1996-12-26,1997-10-01,1998-03-07,,1998-06-15,1998-09-18,,0,0,1997-10-01,1998-03-07,1998-06-15,1998-09-18,0,0,1998-10-30,Y,,,Y,Y,Y,Y,960106,,S,2,,290,1.75,20,1998-09-18,,N,H1,Y,,,,,N,,,
960406,M/V IRAN BAABAEI,N,3,3,,MPC  ,22K MPC,4 ,IRISL,DNV       ,ABS       ,LR        ,IRAN,960106,4 ,1996-12-26,1997-12-01,1998-03-07,,1998-06-15,1998-09-30,1996-11-30,124,67,1997-12-20,1998-03-07,1998-06-05,1998-10-19,0,0,1998-12-30,Y,R0,1999-07-01,Y,Y,Y,Y,960106,,S,2,,290,1.75,20,1998-10-19,,N,H1,Y,,,,,N,,,
960506,M/V IRAN TABATABAEI,N,3,4,,MPC  ,22K MPC,5 ,IRISL,DNV       ,ABS       ,LR        ,IRAN,960106,5 ,1996-12-26,1997-12-20,1998-06-17,,1998-09-30,1998-12-15,1996-11-30,124,67,1997-12-20,1998-06-08,1998-10-03,1999-01-11,0,0,1999-02-28,Y,R0,1999-07-01,Y,Y,Y,Y,960106,,S,2,,290,1.75,20,1999-01-14,,N,H1,Y,,,,,N,,,
960606,M/V IRAN SHAHRYAR,N,3,5,,MPC  ,22K MPC,6 ,IRISL,DNV       ,,,IRAN,960106,6 ,1996-12-26,1998-03-27,1998-10-04,,1998-12-30,1999-03-15,1996-11-30,124,67,1998-03-27,1998-10-04,1998-12-21,1999-04-03,0,0,1999-04-30,Y,,,Y,Y,Y,Y,960106,,S,2,,290,1.75,20,,,N,H1,Y,,,,,,,,
970106,RAMFORM B-380,N,3,1,,FPSO ,RAMFORM,1 ,PGSA,LR        ,,,ISLE OF MAN,970106,1 ,1997-01-12,1997-03-05,1997-05-20,,1997-08-28,1997-12-31,1996-11-30,124,67,1997-03-05,1997-05-20,1997-08-28,1997-12-30,0,0,1997-12-31,Y,,,Y,Y,Y,Y,970106,,S,2,,290,1.75,20,1997-12-29,,N,H1,Y,,,,,,,,
970406,M/V NEW LAUREL,N,3,4,,BC   ,28K BC,1 ,NEW GULF AX SHIPPG,KR        ,LR        ,,PANAMA,970406,1 ,1997-06-28,1998-04-01,1998-06-17,,1998-09-30,1998-12-31,1996-11-30,124,67,1998-04-01,1998-06-17,1998-09-30,1999-01-16,0,0,1998-12-30,Y,,,Y,Y,Y,Y,970406,,S,2,,290,1.75,20,1999-01-12,,N,H1,Y,,,,,,,,
970506,M/V NEW MARINER,N,3,5,,BC   ,28K BC,2 ,NEW GULF BX SHIPPG,KR        ,,,PANAMA,970406,2 ,1997-06-28,1998-03-31,1998-10-04,,1998-12-30,1999-02-28,1996-11-30,124,67,1998-03-31,1998-10-04,1998-12-21,1999-03-06,0,0,1999-02-28,Y,,,Y,Y,Y,Y,970406,,S,2,,290,1.75,20,1999-03-06,,N,H1,Y,,,,,,,,
970806,DEWI SAWITRI(PATAMIA),N,3,5,,PC   ,17.5K,1 ,PACIFIC TANKER,DNV       ,ABS       ,LR        ,PANAMA,970806,1 ,1997-10-09,1998-06-20,1998-10-08,,1998-12-30,1999-03-15,1996-11-30,124,67,1998-06-20,1998-10-08,1998-12-21,1999-03-16,0,0,1999-04-09,Y,R0,1999-07-01,Y,Y,Y,Y,970806,,S,2,,290,1.75,20,1999-03-15,,N,H1,Y,,,,,,,,
970906,WESER STAHL,N,3,7,,BC   ,43.9KBC,1 ,MARBULK,LR        ,,,USA,970906,1 ,1997-12-22,1998-11-20,1999-04-17,,1999-07-16,1999-10-14,1996-11-30,124,67,1998-11-20,1999-04-10,1999-06-28,1999-10-14,0,0,1999-10-14,Y,,,Y,Y,Y,Y,970906,,S,2,,290,1.75,20,,,N,H1,Y,,,,,,,,
974333,PRIDE AFR                          ICA,N,3,4,,DRIL ,DRILL,1 ,MARTIN MARITIME,DNV       ,ABS       ,LR        ,BAHAMAS,974333,1 ,1997-09-10,1998-03-07,1998-06-08,,1998-10-03,1999-04-15,1996-11-30,124,67,1998-04-01,1998-06-08,1998-10-03,1999-05-14,0,0,1999-05-15,Y,R0,1999-07-01,Y,Y,Y,Y,974333,,S,2,,290,1.75,20,1999-07-20,,N,H2,Y,,,,,,,,
980506,PRIDE ANGOLA,N,3,6,,DRIL ,DRILL,1 ,ANDRE MARITIME,DNV       ,,,BAHAMAS,980506,1 ,1998-03-31,1998-08-15,1999-01-04,,1999-04-15,1999-09-30,1996-11-30,124,67,1998-08-17,1998-12-23,1999-04-08,1999-10-07,0,0,1999-09-30,Y,,,N,N,Y,Y,980506,,S,2,,290,1.75,20,,,N,H1,Y,,,,,N,,,
980606,BALTIC CAPTAIN,N,3,8,,CT   ,37K,1 ,INTERORIENT,DNV       ,,,CYPRUS,980606,1 ,1998-09-06,1999-03-25,1999-06-30,,1999-11-06,2000-02-29,1996-11-30,124,67,1999-03-25,1999-06-30,1999-11-06,2000-03-10,0,0,2000-05-30,Y,R1,1999-05-06,N,N,Y,Y,980606,,S,2,,290,1.75,20,2000-03-12,,N,H1,Y,,,,,,,,
980706,BALTIC COMMANDER,N,3,8,00-1,CT   ,37K,2 ,INTERORIENT,DNV       ,,,CYPRUS,980606,2 ,1998-09-06,1999-03-25,1999-06-30,,2000-02-03,2000-04-15,1996-11-30,124,67,1999-03-25,1999-06-30,2000-02-02,2000-04-13,0,0,2000-06-06,Y,,,N,N,Y,Y,980606,,S,2,,290,1.75,20,2000-04-15,,N,H1,Y,,,,,N,,,
980806,BALTIC CARRIER,N,3,9,00-2,CT   ,37K,3 ,INTERORIENT,DNV       ,,,CYPRUS,980606,3 ,1998-09-06,1999-07-01,1999-11-08,,2000-02-03,2000-06-13,1996-11-30,124,67,1999-07-01,1999-11-08,2000-02-02,2000-06-27,0,0,2000-09-06,Y,R4,1999-09-09,N,N,Y,Y,980606,,S,2,,290,1.75,20,2000-06-29,,N,H1,Y,,,,,N,,,
991406,JAEGER ARROW,N,3,11,00-4,TEFC ,20KTEFC ,1 ,K.G.Jebsen,LR        ,,,BAHAMAS,991406,1 ,1999-05-31,1999-12-10,2000-04-03,,2000-08-09,2001-03-25,,0,0,2000-01-11,2000-04-03,2000-08-09,2001-05-07,0,0,2001-01-15,Y,R4,2000-02-15,Y,Y,Y,Y,991406,,S,2,,290,1.75,20,2001-05-06,,N,H1,Y,,,,,N,,,
991506,CSO DEEP BLUE,N,3,11,00-4,PL   ,24K P/L,1 ,COFLEXIP,DNV       ,,,FRANCE,991506,1 ,1999-06-25,1999-11-10,2000-04-03,,2000-08-09,2001-02-25,,0,0,1999-12-08,2000-04-03,2000-08-09,2001-03-02,0,0,2001-02-25,Y,R5,2000-04-11,Y,Y,Y,Y,991506,,S,2,,290,1.75,20,2001-03-12,,N,H1,Y,,,,,N,,,
991606,VALLE DI ARAGONA,N,4,1,00-1,CT   ,35K,1 ,MONTANARI,RINA      ,,,PANAMA,991606,1 ,1999-10-12,2000-06-16,2000-09-20,,2000-12-23,2001-04-13,,0,0,2000-06-16,2000-09-20,2000-12-23,2001-04-18,0,0,2001-04-13,Y,R0,2000-04-25,Y,Y,Y,Y,991606,,S,2,,290,1.75,20,2001-04-21,,N,H1,Y,,,,,N,,,
991706,VALLE DI CASTIGLIA,N,3,13,01-1,CT   ,35K,2 ,MONTANARI,RINA      ,,,PANAMA,991606,2 ,1999-10-12,2000-08-21,2000-11-14,,2001-03-02,2001-06-13,,0,0,2000-08-21,2000-11-14,2001-03-02,2001-06-04,0,0,2001-06-13,Y,,2000-11-07,Y,Y,Y,Y,991606,,S,2,,290,1.75,20,2001-06-10,,N,H1,Y,,,,,N,,,
991806,MY GIANG 1,N,3,10,00-3,TUG  ,TUG,1 ,H.M.D. CO. LTD,KR        ,,,KOREA,991806,1 ,1999-10-13,1999-12-01,2000-02-09,,2000-03-31,2000-04-30,,0,0,1999-12-01,2000-08-26,2000-08-26,2000-08-26,0,0,2000-04-30,Y,R3,1999-07-09,Y,Y,Y,Y,991806,,S,2,,290,1.75,20,2000-04-30,,N,H1,Y,,,,,,,,
991906,MY GIANG 2,N,3,10,00-3,TUG  ,TUG,2 ,H.M.D. CO. LTD,KR        ,,,KOREA,991806,2 ,1999-10-13,1999-12-01,2000-02-09,,2000-03-31,2000-05-15,,0,0,1999-12-01,2000-08-26,2000-08-26,2000-08-26,0,0,2000-05-15,Y,R0,1999-11-30,Y,Y,Y,Y,991806,,S,2,,290,1.75,20,2000-05-15,,N,H1,Y,,,,,N,,,
992006,MY GIANG 3,N,3,10,00-3,TUG  ,TUG,3 ,H.M.D. CO. LTD,KR        ,,,KOREA,991806,3 ,1999-10-13,1999-12-01,2000-02-09,,2000-03-31,2000-05-30,,0,0,1999-12-01,2000-08-26,2000-08-26,2000-08-26,0,0,2000-05-30,Y,R0,1999-11-30,Y,Y,Y,Y,991806,,S,2,,290,1.75,20,2000-05-30,,N,H1,Y,,,,,N,,,
992106,MY GIANG B1,N,3,9,00-2,BG   ,BARGE,1 ,현대해운,KR        ,,,KOREA,992106,1 ,1999-10-13,1999-11-01,1999-12-08,,2000-02-03,2000-02-28,,0,0,1999-11-01,1999-12-08,2000-02-02,2001-07-28,0,0,2000-02-28,Y,R2,1999-11-03,Y,Y,Y,Y,992106,,S,2,,290,1.75,20,,,N,H1,Y,,,,,,,,
992206,K.K. NO.3,N,3,12,00-5,CT   ,25K,1 ,Trinity(L.C.Y),DNV       ,,,PANAMA,992206,1 ,1999-10-23,2000-05-12,2000-08-11,,2000-11-11,2001-02-26,,0,0,2000-05-12,2000-08-11,2000-11-11,2001-02-26,0,0,2001-02-26,Y,R0,2000-08-18,Y,Y,Y,Y,992206,,S,2,,290,1.75,20,2001-02-26,,N,H1,Y,,,,,,,,
992306,K.K. NO.5,N,3,12,00-5,CT   ,25K,2 ,Trinity(L.C.Y),DNV       ,,,PANAMA,992206,2 ,1999-10-23,2000-05-12,2000-08-11,,2000-11-11,2001-04-04,,0,0,2000-05-12,2000-08-11,2000-11-11,2001-04-16,0,0,2001-04-30,Y,R0,2000-04-20,Y,Y,Y,Y,992206,,S,2,,290,1.75,20,2001-04-16,,N,H1,Y,,,,,,,,
992406,220MW POWER PLANT BARGE,N,3,10,00-3,PBG  ,P/BARGE,1 ,Tanir,ABS       ,,,INDIA,992406,1 ,1999-10-21,2000-01-15,2000-02-09,,2000-11-11,2000-12-30,,0,0,2000-01-12,2000-02-09,2000-11-11,2001-01-30,0,0,2000-12-30,Y,R0,1999-12-10,Y,Y,Y,Y,,,S,2,,290,1.75,20,2001-01-29,,N,H1,Y,,,,,,,,
992506,VALLE DI SIVIGLIA,N,3,14,01-2,CT   ,35K,3 ,MONTANARI,RINA      ,,,PANAMA,991606,3 ,1999-11-18,2000-11-24,2001-03-05,,2001-06-08,2001-08-18,,0,0,2000-11-24,2001-03-05,2001-06-08,2001-09-06,0,0,2001-08-18,Y,R2,2001-04-25,Y,Y,Y,Y,991606,,S,2,,290,1.75,20,2001-09-09,,N,H1,Y,,,,,,,,
992606,VALLE DI ANDALUSIA,N,4,3,01-2,CT   ,35K,4 ,MONTANARI,RINA      ,,,PANAMA,991606,4 ,1999-11-18,2000-12-04,2001-04-27,,2001-07-06,2001-10-18,,0,0,2000-12-04,2001-04-27,2001-07-06,2001-12-13,0,0,2001-10-18,Y,R5,2001-04-25,Y,Y,Y,Y,991606,,S,2,,290,1.75,20,2001-12-15,,N,H1,Y,,,,,,,,
992706,GYMSUM CENTENNIAL,N,4,2,01-1,SU-BC,38K BC,1 ,GYPSUM T. LTD.,LR        ,,,USA,992706,1 ,1999-12-16,2000-10-04,2000-12-26,,2001-04-24,2001-09-13,,0,0,2000-10-04,2000-12-26,2001-04-24,2001-11-15,0,0,2001-06-16,Y,R1,2001-02-27,Y,Y,Y,Y,992706,,S,2,,290,1.75,20,2001-11-15,,N,H1,Y,,,,,,,,
998306,"7,500UNIT PCTC(8229 BACK UP용)",N,4,85,22-3,PCTC ,7500UNIT,,TIME SHIPPING,KR        ,,,,822006,10,2015-09-04,2015-11-17,2022-07-25,,2022-11-18,2023-03-10,,,,2015-11-17,,,,,,2023-03-31,,,,Y,Y,,N,822006,,S,,,0,0,0,,,,H1,N,,,2015-12-08,,,W,,2022-02-25
998406,"7,500UNIT PCTC(8230 BACK UP용)",N,4,86,23-1,PCTC ,7500UNIT,,TIME SHIPPING,KR        ,,,,822006,11,2015-09-04,2015-11-17,2022-11-21,,2023-03-10,2023-06-29,,,,2015-11-17,,,,,,2023-07-31,,,,Y,Y,,N,822006,,S,,,0,0,0,,,,H1,N,,,2015-12-08,,,E,,2022-06-15
998506,"7,500UNIT PCTC(8231 BACK UP용)",N,4,87,23-2,PCTC ,7500UNIT,,TIME SHIPPING,KR        ,,,,822006,12,2015-09-04,2015-11-17,2023-03-13,,2023-06-02,2023-10-06,,,,2015-11-17,,,,,,2023-10-31,,,,Y,Y,,N,822006,,S,,,0,0,0,,,,H1,N,,,2015-12-08,,,E,,2022-10-14
998606,"7,500UNIT PCTC(8220 BACK UP용)",N,4,77,,PCTC ,7500UNIT,,TIME SHIPPING,KR        ,,,,822006,01,2015-09-04,2015-11-16,2022-04-30,,2022-08-24,2022-01-16,,,,2015-11-16,,,,,,2022-02-28,,,,,,,N,,,,,,0,0,0,,,,,C,,,2015-12-04,,,,,2022-12-15
998706,"7,500UNIT PCTC(8221 BACK UP용)",N,4,78,,PCTC ,7500UNIT,,TIME SHIPPING,KR        ,,,,822006,02,2015-09-04,2015-11-16,2022-08-27,,2022-12-07,2022-04-08,,,,2015-11-16,,,,,,2022-06-30,,,,,,,N,,,,,,0,0,0,,,,,C,,,2015-12-04,,,,,2022-03-21
998806,8209 데이터 백업용 ,N,,,,LPG  ,38K,,ELETSON,,,,,,,2015-08-28,2025-07-20,2025-11-20,,2026-02-20,2026-07-20,,,,,,,,,,2026-07-20,,,,,,,N,,,S,,,0,0,0,,,,H1,D,,,,,,,,
998906,8210 데이터 백업용,N,,,,LPG  ,38K,,ELETSON,,,,,,,2015-08-28,2026-07-20,2026-11-20,,2027-02-20,2027-07-20,,,,,,,,,,2027-07-20,,,,,,,N,,,S,,,0,0,0,,,,H1,D,,,,,,E,,
999006,MP TEST용,N,1,90,,CT   ,52K,01,TEST,DNV       ,,,TEST,999006,01,2030-01-01,2030-01-01,2030-04-01,,2030-07-01,2030-10-01,,0,0,,,,,0,0,2030-12-01,Y,,,Y,Y,Y,N,999006,01,S,7,2019-01-01,290,1.75,20,,,,H2,D,,,,,,,,
999106,6K ASPHALT CARRIER(TEST),N,3,99,,AC   ,6K,01,TEST,KR        ,,,TEST,999106,01,2009-09-24,2030-02-01,2030-03-01,,2030-04-01,2030-05-01,,0,0,,,,,0,0,2030-06-01,Y,,,Y,Y,Y,N,999106,01,S,7,,290,1.75,20,,,,H2,N,,,,,,,,
999206,6K STONE DUMPER(TEST),N,1,99,,SD   ,6K,01,TEST,KR        ,,,TEST,999206,01,2009-09-24,2030-01-01,2030-02-01,,2030-03-01,2030-04-01,,0,0,,,,,0,0,2030-05-01,Y,,,Y,Y,Y,N,999206,01,S,7,,290,1.75,20,,,,H2,N,,,,,,,,
999306,7.5K DREDGER(TEST),N,2,99,,DG   ,7.5K,01,TEST,KR        ,,,TEST,999306,01,2009-09-24,2030-01-01,2030-02-01,,2030-03-01,2030-04-01,,0,0,,,,,0,0,2020-05-01,Y,,,Y,Y,Y,N,999306,01,S,7,,290,1.75,20,,,,H2,N,,,,,,,,
999406,S005 백업용 호선 ,N,,,06-1,CT   ,35K,1 ,TEST,TEST      ,,,TEST,999206,1 ,2105-09-01,2106-03-02,2106-06-07,,2106-08-19,2106-10-11,,0,0,,,,,0,0,2106-11-15,Y,,,Y,Y,Y,N,999406,01,S,2,,0,0,0,,,N,H1,N,,,,,,,,
999506,도장SPEC용 테스트 호선(CT),N,,,06-1,CT   ,35K,1 ,TEST,TEST      ,,,TEST,999506,1 ,2105-09-01,2106-03-02,2106-06-07,,2106-08-19,2106-10-11,,0,0,,,,,0,0,2106-11-15,Y,,,Y,Y,Y,N,999206,,S,2,2105-09-01,290,1.75,20,,,N,H1,Y,,,,,,,,
999606,도장SPEC용 테스트 호선(LPG),N,,,06-1,LPG  ,35K,1 ,TEST,DNV       ,,,TEST,999506,2 ,2105-09-01,2106-03-02,2106-06-07,,2106-08-19,2106-10-11,,0,0,,,,,0,0,2106-11-15,Y,,,Y,Y,Y,N,999206,,S,2,2105-09-01,290,1.75,20,,,N,H1,Y,,,,,,,,
999706,2196 백업용 호선 (선형변경건),N,,,06-1,CT   ,35K,1 ,TEST,NK        ,,,TEST,999206,1 ,2105-09-01,2106-03-02,2106-06-07,,2106-08-19,2106-10-11,,0,0,,,,,0,0,2106-11-15,Y,,,Y,Y,Y,N,999706,01,S,2,,290,1.75,20,,,N,H1,N,,,,,,,,
999806,2197 백업용 호선 (선형변경건),N,,,06-1,CT   ,35K,1 ,TEST,TEST      ,,,TEST,999206,1 ,2105-09-01,2106-03-02,2106-06-07,,2106-08-19,2106-10-11,,0,0,,,,,0,0,2106-11-15,Y,,,Y,Y,Y,N,999706,02,S,2,,0,0,0,,,N,H1,N,,,,,,,,
999906,테스트 스텐바이44,N,A,99,,CT   ,20K,1 ,TEST,TEST1     ,,,TEST,999906,1 ,2009-09-24,2020-01-01,2020-04-01,,2020-07-01,2020-10-01,,0,0,,,,,0,0,2020-05-01,Y,R0,2005-03-07,Y,Y,Y,N,999906,01,S,2,2012-06-22,290,1.75,20,,,N,V1,C,,,,,,,,
P00106,46K PRODUCT/CHEMICAL TANKER (ALABAMA SHIP) ,N,,,06-1,CT   ,46K,1 ,TEST,,,,USA,,1 ,2004-08-23,2005-10-31,2006-01-31,,2006-09-30,2007-03-31,,0,0,,,,2007-03-31,0,0,2007-03-31,Y,R0,2004-08-24,Y,Y,Y,Y,P00106,,S,2,,290,1.75,20,2007-03-31,,N,H1,N,,,,,N,,,
PC50A1,"50,000DWT CLASS PRODUCT/CHEMICAL TANKER",N,,,22-1,CT   ,50K,,50K PC 표준선,TEST      ,,,,,,,2020-03-27,2021-03-27,,2022-03-27,2023-03-27,,,,,,,,,,2023-03-27,,,,,,,N,,,,,,0,0,0,,,,H1,N,,,,,,,,
S00106,56K BULK CARRIER,N,A,1,09-1,HBC  ,56K,01,E.R.SCHIFFAHRT,DNV       ,,,LIBERIA,S00106,1 ,2007-10-26,2008-08-01,2008-11-17,,2009-03-31,2009-07-15,,0,0,2008-07-01,2008-11-17,2009-03-31,2009-07-31,0,0,2009-10-31,Y,RF,2009-07-01,Y,Y,Y,Y,S00106,01,S,7,2007-10-15,300,2,20,2009-07-31,,Y,V1,Y,,,,,N,,,
S00206,56K BULK CARRIER,N,A,2,09-2,HBC  ,56K,01,E.R.SCHIFFAHRT,DNV       ,,,LIBERIA,S00106,2 ,2007-10-26,2008-11-17,2009-04-15,,2009-08-01,2009-10-30,,0,0,2008-12-01,2009-04-15,2009-07-17,2009-10-30,0,0,2009-12-31,Y,RB,2009-07-01,Y,Y,Y,Y,S00106,02,S,7,2007-10-15,300,2,20,2009-10-30,,Y,V1,Y,,,,,N,,,
S00306,56K BULK CARRIER,N,A,3,09-3,HBC  ,56K,01,E.R.SCHIFFAHRT,DNV       ,,,LIBERIA,S00106,3 ,2007-10-26,2009-02-16,2009-07-20,,2009-10-17,2010-01-29,,0,0,2009-02-16,2009-07-20,2009-10-17,2010-01-29,0,0,2010-03-31,Y,RA,2009-07-01,Y,Y,Y,Y,S00106,03,S,7,2007-10-15,300,2,20,2010-01-29,,Y,V1,Y,,,,,N,,,
S00406,56K BULK CARRIER,N,A,4,10-1,HBC  ,56K,01,E.R.SCHIFFAHRT,DNV       ,,,LIBERIA,S00106,4 ,2007-10-26,2009-05-15,2009-10-19,,2010-01-23,2010-06-30,,0,0,2009-05-15,2009-10-19,2010-01-23,2010-06-16,0,0,2010-06-30,Y,R7,2009-07-01,Y,Y,Y,Y,S00106,04,S,7,2007-10-15,300,2,20,2010-06-16,,Y,V1,Y,,,,,,,,
S00506,56K BULK CARRIER,N,B,4,11-2,HBC  ,56K,01,E.R.SCHIFFAHRT,DNV       ,,,LIBERIA,S00106,10,2010-05-18,2010-10-06,2011-01-19,,2011-04-26,2011-07-27,,0,0,2010-10-06,2011-01-19,2011-04-26,2011-07-27,0,0,2011-07-31,Y,R7,2010-12-20,Y,Y,Y,Y,S00106,10,S,7,2007-10-15,300,2,20,2011-07-27,,Y,V1,Y,,,,,,,,
S00606,56K BULK CARRIER,N,B,1,10-1,HBC  ,56K,01,E.R.SCHIFFAHRT,DNV       ,,,LIBERIA,S00106,8 ,2007-10-26,2009-11-13,2010-05-03,,2010-08-02,2010-11-05,,0,0,2009-11-13,2010-05-03,2010-08-02,2010-11-05,0,0,2010-11-30,Y,R7,2010-06-23,Y,Y,Y,Y,S00106,06,S,7,2007-10-15,300,2,20,2010-11-05,,Y,V1,Y,,,,,,,,
S00706,56K BULK CARRIER,N,B,2,10-2,HBC  ,56K,01,E.R.SCHIFFAHRT,DNV       ,,,LIBERIA,S00106,10,2007-10-26,2010-03-01,2010-08-04,,2010-10-15,2011-01-31,,0,0,2010-03-01,2010-08-04,2010-10-15,2011-01-27,0,0,2011-01-31,Y,R9,2010-10-13,Y,Y,Y,Y,S00106,07,S,7,2007-10-15,300,2,20,2011-01-27,,Y,V1,Y,,,,,,,,
S00806,56K BULK CARRIER,N,B,3,11-1,HBC  ,56K,01,E.R.SCHIFFAHRT,DNV       ,,,LIBERIA,S00106,12,2007-10-26,2010-06-11,2010-10-18,,2011-01-17,2011-05-31,,0,0,2010-06-11,2010-10-18,2011-01-17,2011-05-31,0,0,2011-05-31,Y,R8,2010-10-13,Y,Y,Y,Y,S00106,08,S,7,2007-10-15,300,2,20,2011-05-31,,Y,V1,Y,,,,,,,,
S00906,56K BULK CARRIER,N,B,4,11-2,HBC  ,56K,01,E.R.SCHIFFAHRT,DNV       ,,,LIBERIA,S00106,9 ,2007-10-26,2010-09-10,2011-01-19,,2011-04-26,2011-09-30,,0,0,2010-09-10,2011-01-19,2011-04-26,2011-09-30,0,0,2011-09-30,Y,R6,2010-12-20,Y,Y,Y,Y,S00106,09,S,7,2007-10-15,300,2,20,2011-09-30,,Y,V1,Y,,,,,,,,
S01006,56K BULK CARRIER,N,B,5,11-3,HBC  ,56K,01,E.R.SCHIFFAHRT,DNV       ,,,LIBERIA,S00106,11,2007-10-26,2010-11-03,2011-04-28,,2011-08-02,2012-12-31,,0,0,2010-11-03,2011-04-28,2011-08-02,2012-08-10,0,0,2011-11-30,Y,R8,2011-04-06,Y,Y,Y,Y,S00106,11,S,7,2007-10-15,300,2,20,2012-08-13,,Y,V1,Y,,,,,,,,
S02306,56K BULK CARRIER,N,A,5,10-2,HBC  ,56K,02,E.R.SCHIFFAHRT,DNV       ,,,LIBERIA,S00106,5 ,2008-03-06,2009-08-15,2010-01-25,,2010-04-19,2010-07-08,,0,0,2009-08-15,2010-01-25,2010-04-19,2010-07-08,0,0,2010-07-31,Y,R5,2009-09-28,Y,Y,Y,Y,S00106,05,S,7,2008-03-11,300,2,20,2010-07-08,,Y,V1,Y,,,,,N,,,
S02406,56K BULK CARRIER,N,B,99,,HBC  ,56K,02,E.R.SCHIFFAHRT,DNV       ,,,LIBERIA,S00106,7 ,2008-03-06,2020-01-01,2020-02-01,,2020-03-01,2020-04-01,,,0,,,,,,,2013-08-31,Y,R4,2009-07-01,Y,Y,Y,N,S00106,12,S,7,2008-03-11,290,1.75,20,,,Y,V1,C,,,,,,,,
S02506,56K BULK CARRIER,N,B,99,,HBC  ,56K,02,E.R.SCHIFFAHRT,DNV       ,,,LIBERIA,S00106,13,2008-03-06,2020-01-01,2020-02-01,,2020-03-01,2020-04-01,,,0,,,,,,,2013-10-31,Y,R4,2009-07-01,Y,Y,Y,N,S00106,13,S,7,2008-03-11,290,1.75,20,,,Y,V1,C,,,,,N,,,
S02606,56K BULK CARRIER,N,B,99,,HBC  ,56K,02,E.R.SCHIFFAHRT,DNV       ,,,LIBERIA,S00106,14,2008-03-06,2020-01-01,2020-02-01,,2020-03-01,2020-04-01,,,0,,,,,,,2013-12-31,Y,R3,2009-07-01,Y,Y,Y,N,S00106,14,S,7,2008-03-11,290,1.75,20,,,Y,V1,C,,,,,N,,,
S02706,37K BULK CARRIER,Y,B,1,10-1,HBC  ,37K,01,NORDEN,DNV       ,,,SINGAPORE,S02706,1 ,2008-05-20,2009-12-12,2010-05-03,,2010-08-02,2010-10-27,,0,0,2009-12-12,2010-05-03,2010-08-02,2010-10-27,0,0,2010-10-31,Y,R8,2010-06-23,Y,Y,Y,Y,S02706,01,S,7,2008-05-28,300,2,20,2010-10-27,,Y,V1,Y,,,,,,,,
S02806,37K BULK CARRIER,N,B,2,10-2,HBC  ,37K,01,NORDEN,DNV       ,,,SINGAPORE,S02706,2 ,2008-05-20,2010-04-02,2010-08-04,,2010-10-15,2011-02-07,,0,0,2010-04-02,2010-08-04,2010-10-15,2011-01-31,0,0,2011-02-28,Y,R9,2010-10-13,Y,Y,Y,Y,S02706,02,S,7,2008-05-28,300,2,20,2011-01-31,,Y,V1,Y,,,,,,,,
S02906,37K BULK CARRIER,N,B,3,11-1,HBC  ,37K,01,NORDEN,DNV       ,,,SINGAPORE,S02706,3 ,2008-06-06,2010-07-16,2010-10-18,,2011-01-17,2011-05-11,,0,0,2010-07-16,2010-10-18,2011-01-17,2011-05-11,0,0,2011-07-31,Y,R6,2010-10-13,Y,Y,Y,Y,S02706,03,S,7,2008-05-28,300,2,20,2011-05-11,,Y,V1,Y,,,,,,,,
S03006,37K BULK CARRIER,N,B,5,11-3,HBC  ,37K,01,NORDEN,DNV       ,,,SINGAPORE,S03006,1 ,2008-06-06,2010-11-01,2011-02-15,2011-04-26,2011-08-02,2011-10-24,,0,0,2010-11-01,2011-02-15,2011-08-02,2011-10-27,0,0,2011-11-30,Y,RA,2011-02-28,Y,Y,Y,Y,S02706,04,T,7,2008-05-28,300,2,20,2011-10-27,,Y,V1,Y,,,,,N,,,
S03106,37K BULK CARRIER,N,B,99,,HBC  ,37K,01,INTERORIENT,DNV       ,,,CYPRUS,S03106,1 ,2008-05-20,2020-01-01,2020-02-01,,2020-03-01,2020-04-01,,0,0,,,,,0,0,2010-12-31,Y,,,Y,Y,Y,N,S02706,07,S,7,2008-05-28,290,1.75,20,,,Y,V1,C,,,,,N,,,
